rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
16,Solidity,Safemoon.sol,315,239,Solidity,https://github.com/safemoonprotocol/Safemoon.sol,safemoonprotocol,37,2021-04-23T16:48:11Z,safemoon contract
17,Solidity,keep3r.network,311,103,Solidity,https://github.com/keep3r-network/keep3r.network,keep3r-network,10,2021-04-19T09:26:21Z,An incentivized keeper network for anonymous keeper and job registration
18,Solidity,yearn-protocol,302,151,Solidity,https://github.com/yearn/yearn-protocol,yearn,16,2021-03-10T12:02:30Z,Yearn smart contracts
19,Solidity,uniswap-v2-periphery,300,488,Solidity,https://github.com/Uniswap/uniswap-v2-periphery,Uniswap,22,2021-04-04T03:24:17Z,🎚 Peripheral smart contracts for interacting with Uniswap V2
20,Solidity,ethereum-erc721,297,127,Solidity,https://github.com/0xcert/ethereum-erc721,0xcert,9,2021-04-03T06:22:59Z,Non-fungible token implementation for Ethereum-based blockchains.
21,Solidity,dss,295,187,Solidity,https://github.com/makerdao/dss,makerdao,18,2021-04-20T12:52:59Z,Dai Stablecoin System
22,Solidity,protocols,272,90,Solidity,https://github.com/Loopring/protocols,Loopring,5,2021-04-25T04:27:20Z,A zkRollup DEX & Payment Protocol
23,Solidity,solidity-idiosyncrasies,270,37,Solidity,https://github.com/miguelmota/solidity-idiosyncrasies,miguelmota,0,2020-11-30T02:11:40Z,"Solidity gotchas, pitfalls, limitations, and idiosyncrasies."
24,Solidity,1inchProtocol,263,126,Solidity,https://github.com/1inch/1inchProtocol,1inch,43,2021-01-15T15:53:41Z,1inch Protocol – fully on-chain DeFi aggregation protocol
25,Solidity,verified-smart-contracts,249,76,Solidity,https://github.com/runtimeverification/verified-smart-contracts,runtimeverification,7,2021-04-14T15:21:31Z,Smart contracts which are formally verified
26,Solidity,MultiSigWallet,232,107,Solidity,https://github.com/ConsenSysMesh/MultiSigWallet,ConsenSysMesh,8,2020-11-10T16:26:09Z,Ethereum MultiSigWallet
27,Solidity,argent-contracts,217,66,Solidity,https://github.com/argentlabs/argent-contracts,argentlabs,1,2021-04-23T14:40:16Z,Smart Contracts for Argent Wallet
28,Solidity,building-secure-contracts,214,34,Solidity,https://github.com/crytic/building-secure-contracts,crytic,22,2021-04-19T12:48:03Z,Guidelines and training material to write secure smart contracts
29,Solidity,SWC-registry,209,66,Solidity,https://github.com/SmartContractSecurity/SWC-registry,SmartContractSecurity,15,2021-04-02T00:25:49Z,Smart Contract Weakness Classification and Test Cases
30,Solidity,erc-1155,202,115,Solidity,https://github.com/enjin/erc-1155,enjin,10,2021-03-30T12:43:25Z,ERC-1155: Smart Contract Sample Implementation
31,Solidity,flashloan-box,194,87,Solidity,https://github.com/aave/flashloan-box,aave,7,2021-03-26T10:08:40Z,A box containing all you need to get started with developing  Aave v1 flash loans
32,Solidity,basiscash-protocol,194,207,Solidity,https://github.com/Basis-Cash/basiscash-protocol,Basis-Cash,3,2021-04-07T15:50:43Z,Solidity implementation of the Basis Cash Protocol 
33,Solidity,congress,193,21,Solidity,https://github.com/cybercongress/congress,cybercongress,64,2021-04-23T10:36:15Z,Helping humanity evolve
34,Solidity,payment-channel,192,56,Solidity,https://github.com/mattdf/payment-channel,mattdf,2,2018-05-18T19:01:06Z,Ethereum Payment Channel in 50 lines of code
35,Solidity,anonymous-zether,191,42,Solidity,https://github.com/ConsenSys/anonymous-zether,ConsenSys,6,2021-03-30T16:52:18Z,"A private payment system for Ethereum-based blockchains, with no trusted setup."
36,Solidity,smart-contracts,191,70,Solidity,https://github.com/trusttoken/smart-contracts,trusttoken,7,2021-04-24T11:46:58Z,TrustToken smart contracts
37,Solidity,Flash-Arb-Trader,181,54,Solidity,https://github.com/fifikobayashi/Flash-Arb-Trader,fifikobayashi,5,2020-11-10T17:01:00Z,Smart contract that flash borrows from Aave and uses the flash liquidity for arbitrage between Sushiswap and UniswapV2 within the same transaction
38,Solidity,semaphore,180,33,Solidity,https://github.com/appliedzkp/semaphore,appliedzkp,10,2021-03-31T16:25:22Z,A privacy gadget for Ethereum
39,Solidity,defi-bot,180,71,Solidity,https://github.com/ExtropyIO/defi-bot,ExtropyIO,3,2021-04-14T10:27:30Z,Tutorial for building DeFi arbitrage bots
40,Solidity,balancer-core,176,86,Solidity,https://github.com/balancer-labs/balancer-core,balancer-labs,4,2021-04-16T22:18:15Z,Balancer on the EVM
41,Solidity,solidity-bytes-utils,171,43,Solidity,https://github.com/GNSPS/solidity-bytes-utils,GNSPS,2,2021-04-13T00:02:32Z,Utility Solidity library composed of basic operations for tightly packed bytes arrays
42,Solidity,flash-lending,167,38,Solidity,https://github.com/marbleprotocol/flash-lending,marbleprotocol,11,2018-11-18T04:38:53Z,Flash lending smart contracts
43,Solidity,dharma-smart-wallet,163,31,Solidity,https://github.com/dharma-eng/dharma-smart-wallet,dharma-eng,0,2021-04-15T13:54:56Z,"An upgradeable, meta-transaction-enabled smart wallet for earning interest on stablecoins while retaining custody of funds, with an added security backstop provided by Dharma Labs."
44,Solidity,moac-core,161,40,Solidity,https://github.com/MOACChain/moac-core,MOACChain,5,2021-04-18T01:22:48Z,MOAC core 
45,Solidity,contracts,151,50,Solidity,https://github.com/ethereum-optimism/contracts,ethereum-optimism,21,2021-04-12T00:07:24Z,[Optimism] Smart Contracts
46,Solidity,multicall,150,71,Solidity,https://github.com/makerdao/multicall,makerdao,10,2021-04-14T17:41:20Z,Multicall: Aggregate multiple constant function call results into one
47,Solidity,pm-contracts,148,51,Solidity,https://github.com/gnosis/pm-contracts,gnosis,8,2020-12-10T16:40:26Z,Collection of smart contracts for the Gnosis prediction market platform.
48,Solidity,damn-vulnerable-defi,143,54,Solidity,https://github.com/OpenZeppelin/damn-vulnerable-defi,OpenZeppelin,0,2021-02-26T19:19:43Z,
49,Solidity,erc721x,141,41,Solidity,https://github.com/loomnetwork/erc721x,loomnetwork,4,2019-11-01T13:53:12Z,"ERC721x is an extension of ERC721 that adds support for multi-fungible tokens and batch transfers, while being fully backward-compatible."
50,Solidity,smartcheck,140,38,Solidity,https://github.com/smartdec/smartcheck,smartdec,2,2020-11-11T09:41:03Z, SmartCheck – a static analysis tool that detects vulnerabilities and bugs in Solidity programs (Ethereum-based smart contracts).
51,Solidity,harvest,133,85,Solidity,https://github.com/harvest-finance/harvest,harvest-finance,0,2021-02-18T18:05:27Z,Bread for the people!
52,Solidity,kleros,129,47,Solidity,https://github.com/kleros/kleros,kleros,12,2021-04-08T18:34:41Z,Kleros smart contracts
53,Solidity,ds-proxy,125,33,Solidity,https://github.com/dapphub/ds-proxy,dapphub,7,2021-02-16T16:32:04Z,a proxy object that can compose transactions on owner's behalf
54,Solidity,clone-factory,124,31,Solidity,https://github.com/optionality/clone-factory,optionality,6,2019-11-17T06:29:29Z,Simple clone contract factory
55,Solidity,sai,122,54,Solidity,https://github.com/makerdao/sai,makerdao,5,2020-04-16T15:11:50Z,Single Collateral Dai
56,Solidity,ds-math,119,22,Solidity,https://github.com/dapphub/ds-math,dapphub,6,2020-12-10T15:11:23Z,Safe arithmetic
57,Solidity,chai,119,18,Solidity,https://github.com/dapphub/chai,dapphub,4,2020-04-01T20:41:51Z,ERC20 wrapper over the Dai Savings Rate
58,Solidity,BokkyPooBahsDateTimeLibrary,118,30,Solidity,https://github.com/bokkypoobah/BokkyPooBahsDateTimeLibrary,bokkypoobah,1,2020-01-18T13:48:39Z,Gas-Efficient Solidity DateTime Library
59,Solidity,smart-contract,116,84,Solidity,https://github.com/Fankouzu/smart-contract,Fankouzu,2,2021-01-02T06:53:31Z,学习智能合约
60,Solidity,oneswap_contract_ethereum,114,15,Solidity,https://github.com/oneswap/oneswap_contract_ethereum,oneswap,3,2020-11-11T09:55:43Z,OneSwap's smartcontract source code for ethereum
61,Solidity,UNIB,110,7,Solidity,https://github.com/uniswapbet/UNIB,uniswapbet,1,2020-11-10T16:59:40Z,
62,Solidity,pancake-farm,107,233,Solidity,https://github.com/pancakeswap/pancake-farm,pancakeswap,6,2021-03-27T09:14:33Z,
63,Solidity,aragon-network-token,107,40,Solidity,https://github.com/aragon/aragon-network-token,aragon,7,2021-04-01T06:36:02Z,Smart contracts for the Aragon Network Token
64,Solidity,alchemist,105,24,Solidity,https://github.com/alchemistcoin/alchemist,alchemistcoin,5,2021-04-15T13:06:08Z,Can a meme coin help us achieve immortality?
65,Solidity,ds-token,104,49,Solidity,https://github.com/dapphub/ds-token,dapphub,4,2021-02-15T22:57:24Z,A simple and sufficient ERC20 implementation
66,Solidity,Tokens,100,98,Solidity,https://github.com/bokkypoobah/Tokens,bokkypoobah,2,2019-06-21T17:06:58Z,"Tokens, Tokens, Tokens"
67,Solidity,uniswap-flash-swapper,98,46,Solidity,https://github.com/Austin-Williams/uniswap-flash-swapper,Austin-Williams,6,2021-02-12T23:04:10Z,Boiler plate for Uniswap v2 flash loans (and flash swaps)
68,Solidity,abyss-daico,96,47,Solidity,https://github.com/abyssfinance/abyss-daico,abyssfinance,0,2018-12-31T00:47:26Z,"DAICO is an innovative fundraising model that merges some of the benefits of Decentralized Autonomous Organizations (DAOs), aimed at upgrading and making the initial ICO concept more transparent."
69,Solidity,flash-mintable-tokens,94,31,Solidity,https://github.com/Austin-Williams/flash-mintable-tokens,Austin-Williams,1,2020-06-23T00:27:24Z,Anyone can be rich... for an instant.
70,Solidity,mana,92,32,Solidity,https://github.com/decentraland/mana,decentraland,5,2020-10-13T12:21:34Z,⏣ Solidity Contracts for the Decentraland MANA Token
71,Solidity,abdk-libraries-solidity,91,26,Solidity,https://github.com/abdk-consulting/abdk-libraries-solidity,abdk-consulting,1,2021-03-24T11:35:19Z,Open-Source Libraries for Solidity by ABDK Consulting
72,Solidity,defisaver-contracts,89,24,Solidity,https://github.com/DecenterApps/defisaver-contracts,DecenterApps,1,2021-04-26T01:07:24Z,Defi Saver solidity smart contracts
73,Solidity,renex-sol,89,47,Solidity,https://github.com/republicprotocol/renex-sol,republicprotocol,2,2019-08-14T19:39:38Z,"RenEx Ethereum contracts, written in Solidity"
74,Solidity,uniswap-oracle,89,18,Solidity,https://github.com/Keydonix/uniswap-oracle,Keydonix,3,2020-12-11T03:17:22Z,A general purpose price feed oracle built on Uniswap v2 that uses merkle proofs under the hood.
75,Solidity,solidity-util,88,24,Solidity,https://github.com/willitscale/solidity-util,willitscale,2,2019-06-13T17:11:31Z,Solidity Standard Utilities
76,Solidity,bridge,88,11,Solidity,https://github.com/cheapETH/bridge,cheapETH,0,2021-04-08T02:24:28Z,Bridge between L1 (Ethereum) and L2 (cheapETH)
77,Solidity,flashloaner-contract,86,56,Solidity,https://github.com/pedrobergamini/flashloaner-contract,pedrobergamini,1,2020-11-12T01:18:25Z,Solidity smart contracts that operate arbitrages between Sushiswap and Uniswap
78,Solidity,RICO,85,17,Solidity,https://github.com/DRI-network/RICO,DRI-network,9,2018-06-13T03:27:14Z,The Responsible Initial Coin Offering Framework
79,Solidity,Smart-Contract-Modular-Template,83,26,Solidity,https://github.com/Turing-Chain/Smart-Contract-Modular-Template,Turing-Chain,6,2020-04-06T11:52:21Z,"Backed by Blockchain Education Network  Hong Kong and Taiwan branch, the open source repository contains educational materials including smart contract templates for developers."
80,Solidity,WETH10,81,33,Solidity,https://github.com/WETH10/WETH10,WETH10,10,2021-04-22T14:16:23Z,revamped contract
81,Solidity,venus-protocol,80,31,Solidity,https://github.com/VenusProtocol/venus-protocol,VenusProtocol,2,2021-04-21T12:28:26Z,Binance Smart Chain Venus Protocol
82,Solidity,SugarDaddyFlashloan,79,14,Solidity,https://github.com/fifikobayashi/SugarDaddyFlashloan,fifikobayashi,1,2021-01-23T01:01:15Z,Leverages Aave V2's credit delegation functionalities to execute a V2 flashloan where the repayment of the loan at the end of the Tx is incurred onto a separate entity (the sugardaddy)
83,Solidity,rtoken-monorepo,79,40,Solidity,https://github.com/rtoken-project/rtoken-monorepo,rtoken-project,9,2021-04-19T20:06:26Z,RToken Ethereum monorepo
84,Solidity,aave-flashloan-mix,78,20,Solidity,https://github.com/brownie-mix/aave-flashloan-mix,brownie-mix,1,2021-04-25T21:53:48Z,A Brownie mix containing all you need to get started with developing flash loans
85,Solidity,contractsV2,78,18,Solidity,https://github.com/bZxNetwork/contractsV2,bZxNetwork,5,2021-04-22T14:49:46Z,bZx Protocol Smart Contracts - Version 2
86,Solidity,autofarmV2,76,46,Solidity,https://github.com/autofarm-network/autofarmV2,autofarm-network,2,2021-01-21T16:38:37Z,
87,Solidity,land,72,29,Solidity,https://github.com/decentraland/land,decentraland,10,2021-03-03T15:41:47Z,⛰ Contract for LAND
88,Solidity,ds-auth,72,23,Solidity,https://github.com/dapphub/ds-auth,dapphub,1,2021-02-15T22:35:51Z,"Updatable, unobtrusive Solidity authorization pattern"
89,Solidity,azimuth,72,21,Solidity,https://github.com/urbit/azimuth,urbit,8,2021-04-15T02:18:35Z,General-purpose PKI on Ethereum
90,Solidity,smartbugs,72,22,Solidity,https://github.com/smartbugs/smartbugs,smartbugs,8,2021-04-07T00:35:07Z,SmartBugs: A Framework to Analyze Solidity Smart Contracts
91,Solidity,smart-contracts,72,10,Solidity,https://github.com/DOSNetwork/smart-contracts,DOSNetwork,3,2021-04-22T18:26:22Z,On-chain system contracts and examples
92,Solidity,frax-solidity,72,22,Solidity,https://github.com/FraxFinance/frax-solidity,FraxFinance,0,2021-04-25T23:11:05Z,Solidity implementation of the Frax Protocol
93,Solidity,openzeppelin-test-environment,70,22,Solidity,https://github.com/OpenZeppelin/openzeppelin-test-environment,OpenZeppelin,28,2021-04-09T21:16:40Z,One-line setup for blazing-fast smart contracts tests
94,Solidity,alchemix-protocol,69,19,Solidity,https://github.com/alchemix-finance/alchemix-protocol,alchemix-finance,1,2021-04-05T20:15:33Z,contracts for the Alchemix protocol
95,Solidity,vaults,69,44,Solidity,https://github.com/yearn/vaults,yearn,6,2020-09-11T13:24:59Z,
96,Solidity,conditional-tokens-contracts,69,21,Solidity,https://github.com/gnosis/conditional-tokens-contracts,gnosis,17,2021-04-01T06:49:27Z,Smart contracts for conditional tokens.
97,Solidity,bsc-genesis-contract,68,72,Solidity,https://github.com/binance-chain/bsc-genesis-contract,binance-chain,3,2021-03-31T12:43:11Z,The genesis contracts of Binance Smart Chain.
98,Solidity,diamond-3,66,23,Solidity,https://github.com/mudgen/diamond-3,mudgen,5,2021-04-14T21:47:35Z,Implementation of a diamond. Implements EIP-2535 Diamond Standard.
99,Solidity,LinkToken,65,32,Solidity,https://github.com/smartcontractkit/LinkToken,smartcontractkit,3,2021-04-25T09:41:36Z,LINK Token Contracts for the Chainlink Network
100,Solidity,dsa-connectors-old,64,23,Solidity,https://github.com/Instadapp/dsa-connectors-old,Instadapp,4,2021-03-29T05:10:48Z,Awesome list of DSA Connectors
1,Solidity,EIPs,6255,2447,Solidity,https://github.com/ethereum/EIPs,ethereum,504,2021-04-25T20:19:52Z,The Ethereum Improvement Proposal repository
2,Solidity,learning-solidity,942,355,Solidity,https://github.com/willitscale/learning-solidity,willitscale,5,2021-03-05T12:02:44Z,The companion to the Youtube tutorials
3,Solidity,sushiswap,798,639,Solidity,https://github.com/sushiswap/sushiswap,sushiswap,16,2021-04-24T13:59:19Z,Sushiswap smart contracts 🍣 📝
4,Solidity,not-so-smart-contracts,756,134,Solidity,https://github.com/crytic/not-so-smart-contracts,crytic,9,2020-04-24T15:54:02Z,Examples of Solidity security issues
5,Solidity,compound-protocol,661,463,Solidity,https://github.com/compound-finance/compound-protocol,compound-finance,24,2021-04-22T10:20:52Z,The Compound On-Chain Protocol
6,Solidity,solidity-stringutils,619,248,Solidity,https://github.com/Arachnid/solidity-stringutils,Arachnid,25,2021-01-15T14:23:26Z,Basic string utilities for Solidity
7,Solidity,yam-protocol,597,262,Solidity,https://github.com/yam-finance/yam-protocol,yam-finance,18,2020-09-29T06:24:11Z,A stablizing reserve currency protocol
8,Solidity,solidity-patterns,569,114,Solidity,https://github.com/fravoll/solidity-patterns,fravoll,0,2019-12-17T08:28:14Z,A compilation of patterns and best practices for the smart contract programming language Solidity
9,Solidity,ethereum-api,566,349,Solidity,https://github.com/provable-things/ethereum-api,provable-things,10,2020-11-15T01:26:36Z,Provable API for Ethereum smart contracts
10,Solidity,aragonOS,488,190,Solidity,https://github.com/aragon/aragonOS,aragon,49,2021-04-05T13:27:45Z,(Aragon 1) Reference implementation for aragonOS: a Solidity framework for building complex dApps and protocols
11,Solidity,defi-sdk,467,129,Solidity,https://github.com/zeriontech/defi-sdk,zeriontech,22,2021-04-23T15:48:59Z,DeFi SDK Makes Money Lego Work
12,Solidity,ERC223-token-standard,406,211,Solidity,https://github.com/Dexaran/ERC223-token-standard,Dexaran,6,2021-04-14T06:03:11Z,ERC223 token standard reference implementation.
13,Solidity,money-legos,404,108,Solidity,https://github.com/studydefi/money-legos,studydefi,21,2021-04-02T09:30:17Z,"💰One stop shop for Ethereum ABIs, addresses, and Solidity interfaces!"
14,Solidity,ethereum-examples,364,126,Solidity,https://github.com/provable-things/ethereum-examples,provable-things,6,2021-03-30T17:21:42Z,Code examples showing how to use the Provable API on Ethereum
15,Solidity,security-oracle-smart-contracts,332,5,Solidity,https://github.com/certikfoundation/security-oracle-smart-contracts,certikfoundation,0,2021-01-21T19:56:43Z,Smart Contracts for CertiK Security Oracle
16,Solidity,Safemoon.sol,315,239,Solidity,https://github.com/safemoonprotocol/Safemoon.sol,safemoonprotocol,37,2021-04-23T16:48:11Z,safemoon contract
17,Solidity,keep3r.network,311,103,Solidity,https://github.com/keep3r-network/keep3r.network,keep3r-network,10,2021-04-19T09:26:21Z,An incentivized keeper network for anonymous keeper and job registration
18,Solidity,yearn-protocol,302,151,Solidity,https://github.com/yearn/yearn-protocol,yearn,16,2021-03-10T12:02:30Z,Yearn smart contracts
19,Solidity,uniswap-v2-periphery,300,488,Solidity,https://github.com/Uniswap/uniswap-v2-periphery,Uniswap,22,2021-04-04T03:24:17Z,🎚 Peripheral smart contracts for interacting with Uniswap V2
20,Solidity,ethereum-erc721,297,127,Solidity,https://github.com/0xcert/ethereum-erc721,0xcert,9,2021-04-03T06:22:59Z,Non-fungible token implementation for Ethereum-based blockchains.
21,Solidity,dss,295,187,Solidity,https://github.com/makerdao/dss,makerdao,18,2021-04-20T12:52:59Z,Dai Stablecoin System
22,Solidity,protocols,272,90,Solidity,https://github.com/Loopring/protocols,Loopring,5,2021-04-25T04:27:20Z,A zkRollup DEX & Payment Protocol
23,Solidity,solidity-idiosyncrasies,270,37,Solidity,https://github.com/miguelmota/solidity-idiosyncrasies,miguelmota,0,2020-11-30T02:11:40Z,"Solidity gotchas, pitfalls, limitations, and idiosyncrasies."
24,Solidity,1inchProtocol,263,126,Solidity,https://github.com/1inch/1inchProtocol,1inch,43,2021-01-15T15:53:41Z,1inch Protocol – fully on-chain DeFi aggregation protocol
25,Solidity,verified-smart-contracts,249,76,Solidity,https://github.com/runtimeverification/verified-smart-contracts,runtimeverification,7,2021-04-14T15:21:31Z,Smart contracts which are formally verified
26,Solidity,MultiSigWallet,232,107,Solidity,https://github.com/ConsenSysMesh/MultiSigWallet,ConsenSysMesh,8,2020-11-10T16:26:09Z,Ethereum MultiSigWallet
27,Solidity,argent-contracts,217,66,Solidity,https://github.com/argentlabs/argent-contracts,argentlabs,1,2021-04-23T14:40:16Z,Smart Contracts for Argent Wallet
28,Solidity,building-secure-contracts,214,34,Solidity,https://github.com/crytic/building-secure-contracts,crytic,22,2021-04-19T12:48:03Z,Guidelines and training material to write secure smart contracts
29,Solidity,SWC-registry,209,66,Solidity,https://github.com/SmartContractSecurity/SWC-registry,SmartContractSecurity,15,2021-04-02T00:25:49Z,Smart Contract Weakness Classification and Test Cases
30,Solidity,erc-1155,202,115,Solidity,https://github.com/enjin/erc-1155,enjin,10,2021-03-30T12:43:25Z,ERC-1155: Smart Contract Sample Implementation
31,Solidity,flashloan-box,194,87,Solidity,https://github.com/aave/flashloan-box,aave,7,2021-03-26T10:08:40Z,A box containing all you need to get started with developing  Aave v1 flash loans
32,Solidity,basiscash-protocol,194,207,Solidity,https://github.com/Basis-Cash/basiscash-protocol,Basis-Cash,3,2021-04-07T15:50:43Z,Solidity implementation of the Basis Cash Protocol 
33,Solidity,congress,193,21,Solidity,https://github.com/cybercongress/congress,cybercongress,64,2021-04-23T10:36:15Z,Helping humanity evolve
34,Solidity,payment-channel,192,56,Solidity,https://github.com/mattdf/payment-channel,mattdf,2,2018-05-18T19:01:06Z,Ethereum Payment Channel in 50 lines of code
35,Solidity,anonymous-zether,191,42,Solidity,https://github.com/ConsenSys/anonymous-zether,ConsenSys,6,2021-03-30T16:52:18Z,"A private payment system for Ethereum-based blockchains, with no trusted setup."
36,Solidity,smart-contracts,191,70,Solidity,https://github.com/trusttoken/smart-contracts,trusttoken,7,2021-04-24T11:46:58Z,TrustToken smart contracts
37,Solidity,Flash-Arb-Trader,181,54,Solidity,https://github.com/fifikobayashi/Flash-Arb-Trader,fifikobayashi,5,2020-11-10T17:01:00Z,Smart contract that flash borrows from Aave and uses the flash liquidity for arbitrage between Sushiswap and UniswapV2 within the same transaction
38,Solidity,semaphore,180,33,Solidity,https://github.com/appliedzkp/semaphore,appliedzkp,10,2021-03-31T16:25:22Z,A privacy gadget for Ethereum
39,Solidity,defi-bot,180,71,Solidity,https://github.com/ExtropyIO/defi-bot,ExtropyIO,3,2021-04-14T10:27:30Z,Tutorial for building DeFi arbitrage bots
40,Solidity,balancer-core,176,86,Solidity,https://github.com/balancer-labs/balancer-core,balancer-labs,4,2021-04-16T22:18:15Z,Balancer on the EVM
41,Solidity,solidity-bytes-utils,171,43,Solidity,https://github.com/GNSPS/solidity-bytes-utils,GNSPS,2,2021-04-13T00:02:32Z,Utility Solidity library composed of basic operations for tightly packed bytes arrays
42,Solidity,flash-lending,167,38,Solidity,https://github.com/marbleprotocol/flash-lending,marbleprotocol,11,2018-11-18T04:38:53Z,Flash lending smart contracts
43,Solidity,dharma-smart-wallet,163,31,Solidity,https://github.com/dharma-eng/dharma-smart-wallet,dharma-eng,0,2021-04-15T13:54:56Z,"An upgradeable, meta-transaction-enabled smart wallet for earning interest on stablecoins while retaining custody of funds, with an added security backstop provided by Dharma Labs."
44,Solidity,moac-core,161,40,Solidity,https://github.com/MOACChain/moac-core,MOACChain,5,2021-04-18T01:22:48Z,MOAC core 
45,Solidity,contracts,151,50,Solidity,https://github.com/ethereum-optimism/contracts,ethereum-optimism,21,2021-04-12T00:07:24Z,[Optimism] Smart Contracts
46,Solidity,multicall,150,71,Solidity,https://github.com/makerdao/multicall,makerdao,10,2021-04-14T17:41:20Z,Multicall: Aggregate multiple constant function call results into one
47,Solidity,pm-contracts,148,51,Solidity,https://github.com/gnosis/pm-contracts,gnosis,8,2020-12-10T16:40:26Z,Collection of smart contracts for the Gnosis prediction market platform.
48,Solidity,damn-vulnerable-defi,143,54,Solidity,https://github.com/OpenZeppelin/damn-vulnerable-defi,OpenZeppelin,0,2021-02-26T19:19:43Z,
49,Solidity,erc721x,141,41,Solidity,https://github.com/loomnetwork/erc721x,loomnetwork,4,2019-11-01T13:53:12Z,"ERC721x is an extension of ERC721 that adds support for multi-fungible tokens and batch transfers, while being fully backward-compatible."
50,Solidity,smartcheck,140,38,Solidity,https://github.com/smartdec/smartcheck,smartdec,2,2020-11-11T09:41:03Z, SmartCheck – a static analysis tool that detects vulnerabilities and bugs in Solidity programs (Ethereum-based smart contracts).
51,Solidity,harvest,133,85,Solidity,https://github.com/harvest-finance/harvest,harvest-finance,0,2021-02-18T18:05:27Z,Bread for the people!
52,Solidity,kleros,129,47,Solidity,https://github.com/kleros/kleros,kleros,12,2021-04-08T18:34:41Z,Kleros smart contracts
53,Solidity,ds-proxy,125,33,Solidity,https://github.com/dapphub/ds-proxy,dapphub,7,2021-02-16T16:32:04Z,a proxy object that can compose transactions on owner's behalf
54,Solidity,clone-factory,124,31,Solidity,https://github.com/optionality/clone-factory,optionality,6,2019-11-17T06:29:29Z,Simple clone contract factory
55,Solidity,sai,122,54,Solidity,https://github.com/makerdao/sai,makerdao,5,2020-04-16T15:11:50Z,Single Collateral Dai
56,Solidity,ds-math,119,22,Solidity,https://github.com/dapphub/ds-math,dapphub,6,2020-12-10T15:11:23Z,Safe arithmetic
57,Solidity,chai,119,18,Solidity,https://github.com/dapphub/chai,dapphub,4,2020-04-01T20:41:51Z,ERC20 wrapper over the Dai Savings Rate
58,Solidity,BokkyPooBahsDateTimeLibrary,118,30,Solidity,https://github.com/bokkypoobah/BokkyPooBahsDateTimeLibrary,bokkypoobah,1,2020-01-18T13:48:39Z,Gas-Efficient Solidity DateTime Library
59,Solidity,smart-contract,116,84,Solidity,https://github.com/Fankouzu/smart-contract,Fankouzu,2,2021-01-02T06:53:31Z,学习智能合约
60,Solidity,oneswap_contract_ethereum,114,15,Solidity,https://github.com/oneswap/oneswap_contract_ethereum,oneswap,3,2020-11-11T09:55:43Z,OneSwap's smartcontract source code for ethereum
61,Solidity,UNIB,110,7,Solidity,https://github.com/uniswapbet/UNIB,uniswapbet,1,2020-11-10T16:59:40Z,
